town,age_group,males_white_non_hispanic,males_black,males_am_indian,males_pac_islander,males_hispanic,females_white_non_hispanic,females_black,females_am_indian,females_pac_islander,females_hispanic
,20--24,265,1,0,4,14,202,0,0,3,7
,25--29,235,1,1,3,6,227,0,0,2,5
,30--34,423,1,0,8,11,460,0,0,5,16
,35--39,646,6,0,5,15,696,4,1,9,30
,40--44,657,3,1,7,16,686,2,0,12,15
,45--49,589,4,2,13,12,556,4,1,7,20
,50--54,472,3,2,13,16,520,3,0,8,10
,55--59,408,4,0,5,7,397,3,0,4,4
,60--64,290,1,0,3,2,275,0,0,3,2
,65--69,195,0,0,1,5,188,1,0,1,1
,70--74,150,0,0,1,1,159,0,0,1,1
,75--79,82,1,0,0,1,129,0,0,0,2
,80--84,55,0,0,0,2,95,0,0,0,2
,85+,35,0,0,0,1,91,0,0,0,3
New Hartford,0--4,192,1,0,3,2,196,1,0,2,7
,5--9,242,2,0,4,8,222,4,0,1,4
,10--14,261,3,0,1,12,233,3,0,4,3
,15--19,181,2,1,1,2,147,1,0,0,1
,20--24,88,1,0,1,3,73,1,0,2,0
,25--29,121,1,0,1,2,125,0,0,3,6
,30--34,184,1,1,3,0,208,2,0,0,8
,35--39,253,3,1,5,3,269,1,0,4,2
,40--44,339,1,1,2,2,326,4,0,1,2
,45--49,277,2,0,1,2,303,1,0,4,2
,50--54,285,0,0,2,1,248,3,1,2,2
,55--59,176,2,0,2,1,199,0,0,0,1
,60--64,127,0,0,1,0,127,1,0,0,0
,65--69,76,0,0,0,2,81,0,0,0,1
,70--74,75,0,0,0,0,66,1,0,0,0
,75--79,57,0,0,0,1,74,0,0,0,0
,80--84,19,0,0,0,0,37,0,0,0,1
,85+,20,0,0,0,1,32,0,0,0,2
New Haven,0--4,771,2099,9,147,1416,757,1904,14,137,1414
,5--9,670,2352,11,100,1462,717,2145,13,105,1406
,10--14,758,2298,15,75,1381,688,2284,11,59,1260
,15--19,1742,2089,24,286,1387,1798,2097,31,305,1281
,20--24,3173,1656,25,547,1733,2916,2178,20,638,1450
,25--29,2368,1448,15,438,1441,2252,1864,13,480,1323
,30--34,1855,1570,17,383,1235,1593,2077,12,335,1109
,35--39,1534,1529,9,216,985,1309,2058,18,184,983
,40--44,1505,1367,21,117,745,1324,1742,19,93,857
,45--49,1349,1105,12,82,543,1361,1470,14,80,584
,50--54,1306,925,17,68,420,1457,1342,14,48,462
,55--59,997,776,7,45,276,1021,1082,12,57,305
,60--64,762,599,9,33,190,839,875,1,37,229
,65--69,673,468,7,15,129,845,668,8,24,172
,70--74,742,380,6,18,96,1023,537,12,11,113
,75--79,761,226,2,6,40,1154,391,9,10,75
,80--84,519,118,6,1,21,1058,238,9,7,49
,85+,421,74,1,4,29,1171,266,2,6,37
Newington,0--4,655,22,2,38,68,621,20,1,41,50
,5--9,799,30,1,47,52,724,22,2,28,43
,10--14,806,26,3,37,54,747,21,1,40,61
,15--19,699,26,0,34,29,621,20,1,28,43
,20--24,496,13,4,18,28,514,14,1,15,31
,25--29,633,29,0,42,35,689,27,1,46,39
,30--34,868,26,0,39,46,884,36,0,47,64
,35--39,1107,34,2,42,46,1135,34,1,45,59
,40--44,964,27,3,32,42,1105,33,4,40,53
,45--49,958,25,3,27,19,1087,27,3,40,35
,50--54,968,11,1,22,22,1115,19,0,20,25
,55--59,794,10,2,21,23,941,16,0,12,25
,60--64,639,10,7,20,15,757,12,0,18,14
,65--69,569,9,6,13,11,666,6,1,17,14
,70--74,543,7,0,6,7,801,3,0,7,10
,75--79,499,3,0,3,6,706,5,0,2,5
,80--84,309,2,0,1,3,555,1,0,3,7
,85+,202,5,0,0,1,492,11,4,1,6
New London,0--4,314,231,8,17,318,298,232,13,19,278
,5--9,317,232,13,10,286,263,240,18,8,303
,10--14,295,255,8,11,262,261,238,4,16,292
,15--19,687,205,7,41,238,785,209,16,41,249
,20--24,1238,195,8,54,229,1185,208,10,56,233
,25--29,570,183,7,30,234,485,178,6,28,245
,30--34,490,146,3,31,203,496,180,10,29,233
,35--39,547,168,7,29,162,479,184,10,24,228
,40--44,601,205,7,33,163,521,190,15,16,155
,45--49,531,150,4,20,111,472,165,9,24,123
,50--54,406,97,7,12,87,431,107,7,16,107
,55--59,319,81,6,10,64,329,96,5,7,68
,60--64,230,57,3,3,44,251,75,2,7,59
,65--69,211,56,3,5,24,273,69,3,4,35
,70--74,248,57,1,4,20,297,71,1,2,26
,75--79,211,37,0,1,11,320,44,1,4,20
,80--84,179,10,0,2,3,317,19,4,2,16
,85+,108,7,0,0,4,327,23,0,1,6
New Milford,0--4,899,14,1,32,38,853,22,0,25,34
,5--9,1008,18,0,32,43,999,11,4,24,42
,10--14,1061,18,1,40,42,982,18,0,24,28
,15--19,771,12,4,22,32,688,18,0,13,24
,20--24,533,16,1,10,17,499,12,0,14,19
,25--29,557,18,1,22,23,665,7,0,23,29
,30--34,929,18,1,18,45,1063,12,5,36,47
,35--39,1260,22,3,29,37,1327,16,3,35,38
,40--44,1276,16,1,21,24,1239,20,2,29,25
,45--49,1039,20,2,21,33,1023,21,5,23,29
,50--54,927,18,2,15,21,968,16,2,13,20
,55--59,715,7,0,4,16,688,8,1,10,11
,60--64,442,5,4,10,12,471,7,1,2,6
,65--69,344,7,0,4,5,368,4,1,5,2
,70--74,299,2,1,3,1,315,1,1,2,1
,75--79,202,0,0,2,0,285,2,0,2,3
,80--84,113,0,0,0,0,206,1,0,1,4
,85+,98,0,0,0,1,286,3,0,2,5
Newtown,0--4,983,9,0,24,35,913,11,1,17,21
,5--9,1075,8,0,10,21,967,9,0,17,34
,10--14,1058,9,1,9,23,967,10,0,18,21
,15--19,717,17,0,12,21,658,4,0,13,15
,20--24,314,67,1,12,51,265,3,0,6,4
,25--29,385,71,3,9,45,381,4,0,9,7
,30--34,781,75,3,9,53,869,4,0,20,25
,35--39,1247,50,5,24,41,1282,9,0,29,36
,40--44,1271,52,2,15,34,1236,8,0,11,13
,45--49,1090,19,4,11,16,1067,1,0,18,12
,50--54,897,8,1,23,11,846,3,2,16,9
,55--59,676,12,4,11,16,672,3,1,13,5
,60--64,441,5,0,12,3,421,2,0,5,5
,65--69,333,0,1,1,3,348,2,0,5,1
,70--74,261,0,1,4,2,242,1,0,1,1
,75--79,159,0,0,2,0,220,2,0,1,3
,80--84,109,0,0,0,1,180,0,0,4,5
,85+,77,0,0,1,0,224,0,0,0,2
Norfolk,0--4,46,1,0,0,1,54,0,0,0,0
,5--9,58,0,0,0,1,59,0,0,2,0
,10--14,53,0,0,1,1,58,0,0,0,0
,15--19,40,0,0,0,1,37,1,0,0,3
,20--24,21,0,2,1,1,24,0,0,0,0
,25--29,53,1,0,1,1,44,1,0,0,1
,30--34,49,0,1,0,0,40,0,0,2,0
,35--39,67,0,0,0,1,61,0,0,0,1
,40--44,76,0,0,3,1,77,1,0,0,1
,45--49,72,0,0,0,1,79,0,0,0,0
,50--54,60,0,1,0,0,68,2,0,0,0
,55--59,62,0,1,0,0,45,0,0,0,0
,60--64,45,0,0,0,0,48,0,0,1,0
,65--69,30,1,0,0,0,32,0,0,0,0
,70--74,29,1,0,0,0,30,0,0,0,0
,75--79,20,0,0,0,0,36,0,0,0,0
,80--84,8,0,0,0,0,19,0,0,0,0
,85+,6,0,0,0,0,15,0,0,0,1
North Branford,0--4,431,12,0,5,12,401,11,0,12,16
,5--9,501,9,1,8,19,460,13,1,7,20
,10--14,513,10,0,2,13,475,12,0,1,14
,15--19,399,8,0,5,8,426,3,0,4,4
,20--24,266,2,0,1,6,236,3,0,5,6
,25--29,285,1,0,4,7,274,3,0,3,9
,30--34,466,8,0,4,10,485,5,0,8,17
,35--39,585,6,1,5,11,587,5,0,8,15
,40--44,580,7,0,11,15,622,10,2,12,13
,45--49,552,3,1,5,2,579,8,0,4,5
,50--54,487,6,1,1,5,497,7,0,2,4
,55--59,350,5,0,0,2,422,7,0,2,4
,60--64,300,6,2,0,2,292,6,0,2,2
,65--69,207,1,0,3,2,236,2,0,1,2
,70--74,215,2,0,2,0,274,0,0,2,0
,75--79,147,0,0,0,0,219,2,0,0,1
,80--84,113,0,0,0,0,191,0,0,2,2
,85+,96,0,0,0,0,179,0,0,0,2
North Canaan,0--4,78,1,0,2,0,78,3,0,1,4
,5--9,112,0,0,0,2,100,1,0,0,5
,10--14,122,0,0,0,5,100,0,1,0,4
,15--19,115,0,0,0,3,115,0,0,0,6
,20--24,67,3,0,1,5,68,1,0,0,3
,25--29,65,1,0,1,4,82,1,0,1,3
,30--34,111,4,0,1,2,108,0,0,0,6
,35--39,137,0,0,0,6,122,2,0,0,4
,40--44,142,2,0,0,2,128,1,1,0,4
,45--49,103,0,0,0,5,110,0,1,0,3
,50--54,122,0,0,0,1,105,0,0,0,0
,55--59,81,1,0,0,1,87,2,0,0,1
,60--64,66,2,0,0,0,73,5,0,0,0
,65--69,53,2,0,0,0,68,0,1,0,0
,70--74,56,0,0,0,0,64,1,0,0,0
,75--79,54,0,0,0,0,81,2,0,0,0
,80--84,31,0,0,0,0,77,0,0,0,0
,85+,40,1,0,0,0,105,1,0,0,0
North Haven,0--4,586,18,2,24,19,548,8,0,35,14
,5--9,689,22,4,28,26,609,23,0,29,22
,10--14,735,21,1,36,20,720,12,0,35,15
,15--19,615,18,0,33,31,563,14,1,23,13
,20--24,419,11,1,17,16,382,9,0,15,9
,25--29,431,13,0,24,15,429,17,0,26,15
,30--34,627,17,1,30,16,662,26,1,36,27
,35--39,816,21,1,33,16,817,26,1,47,22
,40--44,918,19,0,38,24,944,22,0,42,21
,45--49,842,20,0,32,11,885,21,1,37,17
,50--54,736,25,1,14,11,831,21,1,19,8
,55--59,603,24,1,15,2,647,27,0,27,7
,60--64,516,10,0,17,4,576,21,0,13,6
,65--69,450,13,5,25,10,518,18,1,14,3
,70--74,467,14,2,9,3,561,8,0,12,6
,75--79,406,4,0,3,0,578,6,0,4,4
,80--84,282,2,0,2,0,406,4,0,2,0
,85+,137,2,0,2,1,317,2,0,4,2
"North 
Stonington",0--4,122,2,3,1,4,127,0,14,5,6
,5--9,168,1,6,1,3,140,0,6,1,2
,10--14,168,3,5,0,4,174,2,9,4,6
,15--19,185,5,3,0,1,179,1,4,2,2
,20--24,105,1,2,3,1,89,0,2,2,2
,25--29,96,0,2,1,2,92,1,1,1,1
,30--34,146,2,5,1,2,148,2,4,4,4
,35--39,213,3,6,2,3,201,1,3,2,5
,40--44,249,2,5,2,5,257,2,2,3,4
,45--49,242,2,7,7,4,243,1,5,6,6
,50--54,192,1,1,3,2,175,2,1,2,0
,55--59,161,1,1,1,0,145,0,3,2,0
,60--64,90,0,1,1,1,116,0,1,0,1
,65--69,91,0,3,0,0,80,1,1,0,0
,70--74,73,3,0,0,1,76,0,1,0,1
,75--79,48,0,0,1,0,45,0,0,1,0
,80--84,23,0,0,0,1,36,0,0,0,0
,85+,13,0,0,0,0,16,0,0,0,0
Norwalk,0--4,1776,498,3,107,585,1589,440,4,116,531
,5--9,1518,620,10,99,583,1340,591,6,74,501
,10--14,1316,561,2,82,478,1185,561,4,81,472
,15--19,1038,488,2,90,544,930,484,0,64,414
,20--24,1082,362,3,77,746,1081,370,3,105,545
,25--29,1894,390,6,207,861,1945,474,8,199,663
,30--34,2476,423,8,184,802,2525,594,6,192,683
,35--39,2514,494,5,162,721,2535,610,8,167,618
,40--44,2456,397,6,126,491,2375,576,1,103,485
,45--49,2036,369,3,87,333,2075,415,1,87,365
,50--54,1815,313,3,71,280,2000,471,3,86,295
,55--59,1486,296,7,65,189,1661,438,3,58,206
,60--64,1167,224,7,45,121,1343,317,2,47,151
,65--69,1094,159,2,25,76,1235,228,3,36,99
,70--74,1007,126,2,17,46,1231,188,2,25,81
,75--79,811,82,1,10,22,1096,145,0,10,43
,80--84,467,37,0,6,18,796,61,0,8,19
,85+,317,22,0,3,8,830,84,0,3,22
Norwich,0--4,784,165,25,38,173,802,162,13,38,135
,5--9,905,174,30,27,128,834,169,24,33,142
,10--14,909,162,24,24,140,913,180,19,29,118
,15--19,865,112,11,24,99,910,99,18,25,98
,20--24,859,112,12,39,115,982,117,21,31,122
,25--29,992,85,15,44,110,1005,77,12,47,82
,30--34,959,112,25,38,91,995,124,17,45,102
,35--39,1217,106,22,32,75,1198,145,11,35,89
,40--44,1196,135,18,31,50,1233,123,15,26,78
,45--49,1076,103,13,27,56,1164,74,15,37,51
,50--54,977,55,14,35,33,995,52,14,29,29
,55--59,723,42,6,19,13,772,49,11,17,27
,60--64,510,31,9,11,15,607,23,8,12,21
,65--69,525,22,3,10,7,660,29,3,8,10
,70--74,503,14,0,0,3,747,37,2,4,12
,75--79,452,13,3,2,6,776,16,2,3,5
,80--84,292,4,2,0,4,581,10,3,2,2
,85+,198,4,0,2,0,544,9,1,3,1
Old Lyme,0--4,215,0,0,8,5,183,1,0,6,4
,5--9,263,1,0,3,3,258,3,0,9,3
,10--14,271,3,1,3,3,258,2,1,4,3
,15--19,185,1,0,4,2,173,1,0,0,2
,20--24,92,0,3,2,1,62,0,1,2,2
,25--29,97,0,1,2,2,101,0,0,1,2
,30--34,181,1,0,2,5,190,0,2,4,3
,35--39,294,0,1,5,4,310,2,0,4,8
,40--44,333,1,1,5,2,365,0,1,10,2
,45--49,321,0,2,4,1,310,3,2,5,3
,50--54,286,1,1,1,1,293,2,0,2,3
,55--59,247,0,0,3,0,288,0,1,1,2
,60--64,196,2,0,2,2,195,3,0,1,0
,65--69,197,1,0,0,0,202,1,0,2,0
,70--74,135,0,0,1,1,145,0,0,0,1
,75--79,131,0,0,0,1,136,0,0,0,0
,80--84,71,0,0,0,0,97,0,0,0,0
,85+,35,0,0,0,0,83,0,0,0,0
Old Saybrook,0--4,276,2,1,10,14,254,3,1,17,10
,5--9,320,3,1,7,3,326,2,2,10,10
,10--14,293,3,1,3,9,289,10,0,6,10
,15--19,248,6,0,4,9,222,2,0,6,9
,20--24,122,4,0,2,5,118,4,0,4,5
,25--29,150,6,0,6,16,155,1,0,11,11
,30--34,262,3,0,8,12,275,3,2,12,9
,35--39,358,4,0,15,5,387,3,1,12,7
,40--44,405,3,1,18,5,411,5,0,7,11
,45--49,374,2,0,3,5,385,2,0,5,5
,50--54,368,5,0,1,5,412,6,1,5,5
,55--59,329,8,0,2,1,380,8,0,3,0
,60--64,258,3,1,4,1,290,8,0,1,1
,65--69,261,5,0,1,0,324,2,0,1,1
,70--74,259,1,0,0,1,288,1,0,1,3
,75--79,168,4,0,1,2,261,1,0,1,1
,80--84,113,0,0,0,0,176,2,0,0,0
,85+,94,1,0,2,1,248,2,0,1,2
Orange,0--4,366,4,0,17,3,313,3,2,10,6
,5--9,427,3,0,28,9,434,5,1,19,11
,10--14,473,3,0,28,7,474,5,0,27,10
,15--19,390,3,2,20,10,328,2,0,19,11
,20--24,174,2,0,9,8,145,2,0,6,2
,25--29,166,4,0,6,7,173,3,0,8,5
,30--34,273,5,0,7,10,307,3,1,16,9
,35--39,446,4,2,20,5,501,4,1,27,11
,40--44,559,4,0,31,8,543,6,0,40,11
,45--49,506,3,0,21,7,527,1,0,27,10
,50--54,492,7,0,23,2,490,7,1,17,3
,55--59,367,3,0,16,6,381,3,0,16,5
,60--64,271,1,0,14,2,299,7,0,11,2
,65--69,295,5,1,8,2,364,3,0,11,3
,70--74,311,1,1,7,3,359,0,0,5,1
,75--79,257,1,3,6,3,303,2,0,6,0
,80--84,159,0,0,3,0,222,1,0,2,1
,85+,91,1,0,0,0,201,3,0,3,1
Oxford,0--4,297,4,0,1,12,317,7,0,1,12
,5--9,383,1,0,1,12,349,2,0,6,8
,10--14,425,3,0,4,11,358,3,1,3,5
,15--19,349,2,1,5,5,312,1,2,4,6
,20--24,202,1,1,0,7,135,0,0,0,3
,25--29,174,0,0,0,6,165,0,0,2,4
,30--34,314,2,1,4,4,344,4,0,5,9
,35--39,474,6,1,1,7,492,1,1,5,8
,40--44,492,3,1,1,12,538,5,2,3,7
,45--49,478,1,1,3,3,471,1,2,3,6
,50--54,407,5,1,4,9,380,1,0,3,6
,55--59,279,1,1,0,4,271,2,0,4,2
,60--64,160,0,0,1,2,138,1,0,1,1
,65--69,116,2,0,0,2,119,0,0,1,2
,70--74,101,1,0,2,0,111,0,0,1,3
,75--79,76,0,0,0,1,99,0,0,1,1
,80--84,60,1,1,0,1,75,1,0,0,0
,85+,32,0,0,0,0,57,0,0,0,0
Plainfield,0--4,455,17,2,4,21,402,8,3,5,28
,5--9,539,13,6,5,38,496,11,4,5,25
,10--14,566,7,6,4,16,514,7,5,4,21
,15--19,493,3,2,4,18,510,4,5,5,14
,20--24,367,5,2,2,19,400,1,0,4,15
,25--29,444,11,5,5,14,447,6,1,5,15
,30--34,523,8,2,9,21,562,0,2,7,13
,35--39,610,10,6,3,10,634,5,4,3,9
,40--44,646,9,4,2,16,572,2,3,4,16
,45--49,511,3,3,2,12,528,5,5,3,7
,50--54,420,1,0,3,7,443,1,3,5,4
,55--59,340,1,0,2,3,326,2,0,1,2
,60--64,236,1,2,0,4,300,0,0,2,4
,65--69,193,0,0,1,3,243,0,1,2,3
,70--74,179,1,0,1,3,229,0,1,0,2
,75--79,134,0,2,0,0,196,0,0,0,0
,80--84,75,0,0,0,0,189,0,0,0,0
,85+,62,0,0,0,0,162,1,2,0,1
Plainville,0--4,366,12,0,8,34,370,13,0,7,31
,5--9,498,13,0,10,28,465,19,1,5,22
,10--14,515,14,0,13,26,515,18,0,12,26
,15--19,465,16,0,7,31,391,18,1,5,25
,20--24,361,11,3,19,32,345,7,3,12,24
,25--29,505,20,1,33,39,492,11,2,12,33
,30--34,554,16,0,16,34,598,19,0,16,26
,35--39,705,18,0,16,22,651,16,2,17,17
,40--44,735,20,1,20,22,731,16,2,12,23
,45--49,624,15,1,10,15,661,14,1,9,12
,50--54,575,13,0,6,13,601,14,0,8,12
,55--59,441,9,1,4,11,474,10,1,2,5
,60--64,303,17,1,6,5,372,10,1,5,12
,65--69,298,4,1,3,2,344,3,0,3,3
,70--74,261,8,0,1,8,343,5,0,3,8
,75--79,249,3,0,0,1,346,4,2,0,7
,80--84,142,4,0,1,0,242,2,0,0,3
,85+,89,3,0,0,0,227,8,0,1,4
Plymouth,0--4,363,11,1,0,10,293,8,0,5,12
,5--9,399,9,2,3,10,378,6,0,2,5
,10--14,477,5,0,6,1,451,5,3,3,7
,15--19,379,4,0,4,7,330,4,3,0,6
,20--24,275,2,0,1,10,254,0,0,0,2
,25--29,304,2,2,2,5,301,2,0,3,9
,30--34,407,6,2,0,5,419,6,2,3,6
,35--39,527,2,0,4,6,533,3,1,9,6
,40--44,546,3,0,3,5,548,5,3,0,6
,45--49,474,0,1,2,6,448,2,0,4,3
,50--54,367,2,0,1,2,349,0,1,0,4
,55--59,316,4,2,0,1,301,2,2,0,4
,60--64,221,0,0,0,2,214,3,0,0,1
,65--69,146,3,0,0,0,187,0,1,0,2
,70--74,151,1,0,0,1,210,1,0,1,0
,75--79,144,0,0,0,0,194,1,0,0,1
,80--84,106,0,0,0,0,172,1,1,0,0
,85+,48,0,0,0,0,105,0,0,0,1
Pomfret,0--4,99,1,0,3,3,108,1,0,2,5
,5--9,141,2,0,1,2,135,0,1,1,5
,10--14,168,2,0,1,8,138,1,2,3,1
,15--19,124,1,2,2,1,143,0,0,0,1
,20--24,86,0,1,2,1,68,0,0,0,0
,25--29,64,1,0,0,0,74,0,0,0,1
,30--34,121,0,0,0,2,109,2,2,1,5
,35--39,162,1,0,2,5,168,1,0,2,9
,40--44,186,0,0,2,2,186,0,1,2,2
,45--49,173,1,0,0,1,189,0,0,1,0
,50--54,133,0,1,1,1,144,1,0,2,1
,55--59,115,0,0,1,1,116,0,0,0,1
,60--64,81,0,0,0,0,54,0,0,0,0
,65--69,32,0,0,0,0,65,0,0,1,0
,70--74,51,0,0,0,1,57,0,0,0,0
,75--79,36,0,0,0,0,47,0,0,0,1
,80--84,31,0,0,0,0,31,0,0,0,0
,85+,14,0,0,0,0,42,1,0,0,1
Portland,0--4,291,16,0,0,12,270,6,0,6,5
,5--9,334,15,0,2,14,310,6,0,6,12
,10--14,271,6,0,1,5,284,12,0,5,9
,15--19,221,17,0,1,16,189,13,0,1,4
,20--24,121,4,1,3,2,118,7,0,4,3
,25--29,193,9,1,1,1,210,12,0,3,7
,30--34,305,5,0,0,7,326,6,1,4,12
,35--39,365,11,2,1,9,395,8,0,4,5
,40--44,363,7,1,3,3,383,4,0,2,13
,45--49,360,6,1,2,6,346,7,2,1,6
,50--54,287,9,0,3,6,302,5,0,3,3
,55--59,225,5,0,1,3,218,4,0,0,0
,60--64,179,1,2,1,2,188,3,0,1,1
,65--69,157,2,0,1,1,159,4,0,1,0
,70--74,135,2,0,0,0,160,6,0,0,0
,75--79,96,1,0,0,0,159,1,1,0,0
,80--84,83,1,0,1,2,114,0,0,0,2
,85+,53,1,0,0,0,134,2,0,0,0
Preston,0--4,109,1,1,2,4,91,1,0,0,4
,5--9,134,0,2,2,2,136,1,4,2,7
,10--14,153,1,0,1,5,157,1,2,1,9
,15--19,157,4,1,4,1,137,1,1,4,2
,20--24,91,1,2,0,3,83,2,0,1,1
,25--29,98,1,0,0,3,115,0,0,1,0
,30--34,140,4,2,1,2,152,3,3,1,1
,35--39,181,0,1,3,1,188,0,2,5,4
,40--44,237,2,2,3,2,205,1,1,4,2
,45--49,201,4,9,6,3,197,6,1,4,1
,50--54,160,1,0,1,2,159,1,2,1,1
,55--59,134,0,1,0,1,161,0,1,1,0
,60--64,143,1,0,2,3,128,0,0,2,2
,65--69,83,2,0,1,0,95,1,0,0,0
,70--74,98,1,2,1,0,96,3,0,1,0
,75--79,66,2,0,0,0,75,0,0,1,0
,80--84,31,0,0,0,0,46,0,0,0,0
,85+,28,0,0,0,0,25,0,0,0,0
Prospect,0--4,262,0,0,5,9,261,2,3,3,19
,5--9,297,4,0,0,10,268,5,1,2,4
,10--14,335,4,0,4,12,305,10,0,3,7
,15--19,255,2,1,3,6,247,5,1,3,2
,20--24,145,2,0,2,5,152,1,0,2,5
,25--29,154,1,0,2,4,202,4,0,2,6
,30--34,315,7,0,2,5,284,3,1,5,8
,35--39,360,4,0,1,7,379,7,0,3,7
,40--44,395,7,0,3,6,422,3,1,5,5
,45--49,376,6,0,2,6,346,4,2,2,5
,50--54,306,2,0,2,3,296,7,0,4,6
,55--59,245,4,0,1,3,259,3,0,2,3
,60--64,181,8,0,2,1,195,9,0,1,5
,65--69,148,3,0,1,5,166,3,0,0,1
,70--74,128,4,0,0,1,134,2,0,0,0
,75--79,94,1,0,0,0,135,2,2,0,1
,80--84,64,0,0,0,1,108,0,0,0,2
,85+,35,2,1,1,1,114,0,0,0,0
Putnam,0--4,242,8,2,1,10,231,10,6,4,7
,5--9,254,11,2,2,11,250,6,3,1,8
,10--14,293,5,6,3,17,299,7,2,1,10
,15--19,289,4,5,0,11,271,9,5,2,7
,20--24,245,3,4,2,16,237,7,1,2,5
,25--29,252,7,9,0,8,270,3,5,2,2
,30--34,312,3,2,3,8,268,3,2,0,5
,35--39,343,4,4,2,8,382,5,3,2,6
,40--44,338,4,3,1,7,338,3,2,2,2
,45--49,300,5,2,0,5,319,6,4,1,2
,50--54,274,8,1,2,3,290,3,3,2,5
,55--59,211,2,3,0,1,216,0,1,1,2
,60--64,146,0,0,2,0,172,1,0,0,0
,65--69,142,2,1,0,0,161,3,0,1,0
,70--74,139,1,0,1,0,174,2,2,0,1
,75--79,111,2,1,0,0,215,1,1,0,1
,80--84,82,0,1,0,0,189,1,0,0,2
,85+,79,1,0,0,1,227,0,0,0,0
Redding,0--4,296,3,0,4,3,251,4,1,16,2
,5--9,346,3,1,2,6,317,7,1,8,9
,10--14,362,4,0,6,7,364,7,0,12,7
,15--19,231,1,0,6,4,206,0,0,3,3
,20--24,77,0,0,2,2,75,1,0,5,2
,25--29,78,0,0,2,5,68,0,1,2,4
,30--34,170,1,0,0,5,231,2,0,6,6
,35--39,335,5,0,5,6,365,6,0,10,7
,40--44,402,5,0,9,6,456,5,0,7,5
,45--49,387,2,0,7,5,391,4,0,13,4
,50--54,418,2,0,2,7,388,5,0,6,5
,55--59,285,4,1,5,0,264,2,0,3,3
,60--64,192,4,0,6,1,164,1,1,1,3
,65--69,136,0,0,3,0,128,2,0,1,1
,70--74,99,1,0,1,0,121,0,0,2,1
,75--79,93,0,0,0,1,67,1,0,1,1
,80--84,31,0,0,1,1,50,0,0,0,0
,85+,32,0,0,0,0,67,0,0,1,0
Ridgefield,0--4,926,7,1,20,23,845,6,1,38,36
,5--9,1062,7,0,14,24,1060,11,1,33,34
,10--14,990,8,1,27,21,972,7,1,30,27
,15--19,622,7,2,24,17,610,2,0,16,15
,20--24,198,1,1,3,6,206,2,0,4,9
,25--29,263,2,2,7,4,299,3,0,11,9
,30--34,581,3,0,12,17,667,7,0,20,27
,35--39,940,7,0,19,14,1111,9,0,34,28
,40--44,1153,12,2,27,30,1176,10,1,34,23
,45--49,1023,5,1,17,13,1116,5,1,26,15
,50--54,875,9,0,23,12,914,8,2,17,12
,55--59,690,1,0,16,8,710,5,1,11,19
,60--64,477,1,0,11,4,507,3,1,4,3
,65--69,385,5,3,9,6,429,2,1,6,3
,70--74,298,2,0,5,3,323,3,0,1,4
,75--79,207,1,0,3,0,253,1,1,5,1
,80--84,110,0,1,1,0,205,0,0,1,1
,85+,82,0,0,2,0,237,0,0,1,1
Rocky Hill,0--4,405,19,0,40,17,347,19,0,31,33
,5--9,411,15,0,30,28,423,19,0,21,19
,10--14,486,20,0,20,27,456,24,0,27,27
,15--19,374,15,0,15,20,327,12,0,14,11
,20--24,394,11,0,15,19,366,17,0,34,21
,25--29,503,20,0,54,27,533,28,1,63,30
,30--34,573,27,2,49,30,568,25,0,49,27
,35--39,631,25,0,49,20,678,39,0,35,31
,40--44,695,28,1,23,20,747,31,0,25,22
,45--49,655,57,4,18,17,718,17,1,18,18
,50--54,644,56,0,21,16,601,23,0,15,14
,55--59,502,17,1,16,10,445,11,0,12,11
,60--64,334,6,0,5,7,352,12,0,12,9
,65--69,281,8,0,9,5,338,5,0,10,9
,70--74,368,9,3,3,9,334,6,0,3,3
,75--79,312,11,1,3,8,354,4,1,6,9
,80--84,189,6,0,4,5,272,0,1,4,2
,85+,123,2,1,2,2,269,1,0,1,0
Roxbury,0--4,61,0,0,2,1,39,0,0,2,2
,5--9,60,0,0,0,0,57,1,0,0,1
,10--14,85,1,0,1,2,81,0,1,0,0
,15--19,66,0,0,0,0,57,0,0,0,0
,20--24,22,0,0,1,0,20,0,0,0,2
,25--29,22,0,0,0,5,27,0,0,0,3
,30--34,57,0,1,1,3,64,0,0,2,2
,35--39,78,1,4,3,1,68,2,0,0,1
,40--44,101,0,1,1,2,105,0,0,0,2
,45--49,105,0,0,0,0,107,0,0,1,0
,50--54,109,0,0,1,1,99,0,0,2,0
,55--59,93,0,0,1,0,96,0,0,3,0
,60--64,58,0,0,1,0,55,0,0,0,1
,65--69,47,0,0,0,0,51,1,0,0,0
,70--74,54,0,0,0,0,32,0,0,0,0
,75--79,26,0,0,1,0,33,0,0,0,0
,80--84,14,0,0,0,0,19,0,0,0,0
,85+,8,0,0,0,0,9,0,0,0,0
Salem,0--4,119,3,0,5,3,121,4,0,4,0
,5--9,165,3,1,4,2,172,4,0,1,3
,10--14,165,4,1,6,0,176,0,0,1,3
,15--19,125,3,2,0,1,122,1,1,0,4
,20--24,48,0,1,0,1,63,0,1,0,0
,25--29,67,0,0,1,0,70,0,2,0,1
,30--34,113,1,2,1,5,146,1,1,5,5
,35--39,170,1,1,4,2,180,1,2,6,1
,40--44,221,4,0,4,4,232,2,1,2,3
,45--49,188,2,3,2,3,158,3,1,4,2
,50--54,144,0,1,4,3,141,0,0,1,1
